gene,HiC_1,HiC_2,HiC_3,HiC_4,HiC_5
SDC3,-0.012635388,-0.01177581,-0.014053608,-0.011845512,-0.016105527
SDC4,-0.012635389,-0.011775825,-0.014053593,-0.011845711,-0.016105598
SDCBP,-0.012635432,-0.011774691,-0.014056855,-0.011847878,-0.016118072
SDCCAG8,-0.012635173,-0.011776722,-0.01405464,-0.011826173,-0.016093433
SDF2,-0.012635591,-0.011779636,-0.014061855,-0.011842384,-0.01610181
SDF2L1,-0.012635389,-0.011775836,-0.014053595,-0.011845689,-0.016105581
SDHA,-0.012631482,-0.011765537,-0.014034952,-0.011883086,-0.016204366
SDHAF1,-0.012635391,-0.011775818,-0.014053608,-0.011845626,-0.01610559
SDHAF2,-0.012635058,-0.011779188,-0.012949092,-0.0118673835,-0.016061742
SDHAF3,-0.012639395,-0.011779432,-0.014001099,-0.012102608,-0.01641103
SDHAF4,-0.0126356175,-0.011774546,-0.014053691,-0.011832806,-0.016134476
SDHB,-0.01263539,-0.011775808,-0.014053627,-0.011845372,-0.01610551
SDHC,-0.012635385,-0.011775746,-0.0140536595,-0.0118450755,-0.016105128
SDHD,-0.012632515,-0.011781428,-0.0020332222,-0.011929329,-0.016049987
SDR16C5,-0.012635302,-0.011774819,-0.014056918,-0.011853675,-0.01611322
SDR9C7,-0.012635391,-0.011775831,-0.014053604,-0.011845701,-0.01610547
SEC11A,-0.012635391,-0.01177582,-0.01405361,-0.011845623,-0.016105594
SEC11C,-0.012628782,-0.011800038,-0.014048028,-0.0120460065,-0.015833665
SEC13,-0.012635286,-0.01177616,-0.014054161,-0.01184483,-0.016104698
SEC14L1,-0.012635616,-0.011780068,-0.014062813,-0.0118419845,-0.016101489
SEC16A,-0.012635364,-0.006875273,-0.014053625,-0.011845077,-0.016106326
SEC22A,-0.012634119,-0.011780553,-0.014056896,-0.011849496,-0.016077846
SEC22B,-0.012635392,-0.011775808,-0.014053608,-0.011845583,-0.016105536
SEC22C,-0.012632949,-0.011784619,-0.0140615525,-0.011850828,-0.016069857
SEC23A,-0.012635262,-0.011778741,-0.014051306,-0.011880291,-0.016071424
SEC23B,-0.012635389,-0.011775827,-0.014053589,-0.011845737,-0.016105602
SEC23IP,-0.01263354,-0.011782952,-0.014053685,-0.011806523,0.0126266265
SEC24A,-0.012633109,-0.011761622,-0.014039117,-0.011839933,-0.016286172
SEC24B,-0.012643434,-0.011750003,-0.01407455,-0.011522732,-0.0165089
SEC24C,-0.01263265,-0.011788068,-0.01405723,-0.011892782,-0.006888744
SEC24D,-0.0126426695,-0.011751972,-0.01407152,-0.011562944,-0.016468113
SEC31A,-0.012645749,-0.011741249,-0.0140777305,-0.01145642,-0.016617727
SEC31B,-0.012634048,-0.0117819635,-0.01405488,-0.011875666,-0.012199929
SEC61A1,-0.012635153,-0.011776662,-0.014054323,-0.011845692,-0.016100189
SEC61A2,-0.012634262,-0.011779893,-0.01405617,-0.011808895,0.00080585177
SEC61B,-0.012635339,-0.002046579,-0.014053642,-0.011844544,-0.016107043
SEC62,-0.012633491,-0.011783195,-0.014055308,-0.011846504,-0.016006593
SEC63,-0.012636283,-0.011770878,-0.014053881,-0.01179599,-0.016217852
SECISBP2,-0.012635363,-0.006593797,-0.014053626,-0.0118450485,-0.016106367
SECTM1,-0.012635456,-0.0117770815,-0.014056341,-0.0118445465,-0.016104363
SEH1L,-0.012634865,-0.011778413,-0.014053686,-0.011861251,-0.01607791
SEL1L,-0.012631405,-0.01183253,-0.014010772,-0.012502963,-0.015435112
SELE,-0.012635385,-0.011775821,-0.014053608,-0.011845309,-0.01610534
SELENOI,-0.012635347,-0.011775524,-0.014052962,-0.011846177,-0.0161041
SELENOK,-0.012633937,-0.011781153,-0.014057922,-0.01185043,-0.016083697
SELENON,-0.01263539,-0.011775815,-0.014053611,-0.011845599,-0.01610557
SELENOP,-0.012629202,-0.011775925,-0.014030613,-0.011952904,-0.016016092
SELENOS,-0.01263539,-0.011775819,-0.014053609,-0.011845625,-0.01610559
SELL,-0.012635385,-0.011775825,-0.014053606,-0.011845292,-0.016105356
SELP,-0.012635381,-0.011775784,-0.014053656,-0.011844898,-0.016105028
SELPLG,-0.012635391,-0.011775828,-0.0140536055,-0.011845685,-0.0161055
SEM1,-0.012647949,-0.011769619,-0.0139073385,-0.012473996,-0.017094951
SEMA3A,-0.0126455985,-0.011888618,-0.01372952,-0.014164122,-0.01659467
SEMA3B,-0.012634666,-0.011778569,-0.014054893,-0.011849825,-0.016095376
SEMA3C,-0.012645484,-0.011980465,-0.013571902,-0.015567734,-0.016337158
SEMA3F,-0.012634698,-0.011778392,-0.014055279,-0.011848593,-0.016095674
SEMA4A,-0.01263539,-0.011775811,-0.014053611,-0.011845502,-0.016105505
SEMA4B,-0.012635391,-0.011775819,-0.01405361,-0.011845624,-0.016105592
SEMA4D,-0.012635359,-0.0059850747,-0.014053628,-0.011844981,-0.016106455
SEMA4F,-0.01263541,-0.011775278,-0.014053219,-0.011844862,-0.01610651
SEMA4G,-0.012634154,-0.011781218,-0.014054905,-0.011858072,-0.0087601105
SEMA6A,-0.012632185,-0.011771464,-0.014039817,-0.011887114,-0.016125357
SEMA6D,-0.012635688,-0.011777,-0.014056236,-0.011843103,-0.016108358
SEMA7A,-0.01263539,-0.011775819,-0.014053609,-0.011845625,-0.016105592
SEMG1,-0.012635388,-0.011775831,-0.0140535785,-0.011845791,-0.016105605
SENP1,-0.012635393,-0.011775878,-0.014053588,-0.011846007,-0.016105011
SENP2,-0.012634597,-0.011778868,-0.014054596,-0.011846508,-0.016069593
SENP3,-0.012635436,-0.011776696,-0.014055502,-0.011844883,-0.01610472
SENP5,-0.012634457,-0.011779238,-0.014055966,-0.011847151,-0.016081396
SENP6,-0.012636248,-0.0117710605,-0.014053878,-0.011797864,-0.01621348
SENP7,-0.012628089,-0.011802587,-0.014074203,-0.011870447,-0.015978549
SEPSECS,-0.0126548745,-0.011697985,-0.014071392,-0.011368205,-0.017001303
SERBP1,-0.012635378,-0.011775407,-0.014053849,-0.011844455,-0.016104074
SERGEF,-0.012626022,-0.011788116,0.046171993,-0.011714254,-0.016000178
SERINC3,-0.012635388,-0.011775829,-0.014053583,-0.011845771,-0.016105603
SERINC5,-0.01262277,-0.011697778,-0.01397416,-0.011827142,-0.017107274
SERP1,-0.012635048,-0.011777073,-0.014054508,-0.0118460925,-0.016096741
SERPINA1,-0.012635307,-0.0117775425,-0.01405226,-0.011865998,-0.016085405
SERPINA10,-0.012635207,-0.011779215,-0.014050974,-0.011885576,-0.016065706
SERPINA3,-0.012635253,-0.011778675,-0.014051372,-0.011879393,-0.016072135
SERPINA4,-0.012635413,-0.011776549,-0.014052966,-0.0118548535,-0.016097328
SERPINA5,-0.012635355,-0.011776983,-0.014052671,-0.011859593,-0.016092071
SERPINA7,-0.009862877,-0.011794569,-0.01397646,-0.01206883,-0.015825925
SERPINB1,-0.012635917,-0.011772914,-0.014053785,-0.011817067,-0.016170114
SERPINB13,-0.012631059,-0.011791667,-0.014049931,-0.011976966,-0.015927598
SERPINB2,-0.012627278,-0.011805527,-0.0140467435,-0.012091594,-0.01577198
SERPINB3,-0.012628711,-0.011800263,-0.014047941,-0.012048176,-0.015831051
SERPINB4,-0.012629489,-0.011797423,-0.014048608,-0.012024571,-0.015862968
SERPINB5,-0.012625537,-0.011811943,-0.014045295,-0.01214442,-0.01570001
SERPINB6,-0.012635485,-0.011775319,-0.014053688,-0.01184193,-0.01611383
SERPINB8,-0.012622597,-0.0118226735,-0.014042779,-0.0122335795,-0.01557943
SERPINC1,-0.012635389,-0.011775817,-0.014053614,-0.011845498,-0.016105521
SERPIND1,-0.012635387,-0.011775885,-0.014053563,-0.0118458625,-0.016105546
SERPINE1,-0.012637078,-0.011765664,-0.014046437,-0.011813977,-0.01625971
SERPINE2,-0.012634714,-0.011775943,-0.01404665,-0.011869719,-0.016036395
SERPINF1,-0.0126355,-0.011777897,-0.014058097,-0.011843863,-0.016103527
SERPINF2,-0.012635427,-0.011776501,-0.014055086,-0.011845043,-0.016104925
SERPING1,-0.012633078,-0.0117782075,0.033044323,-0.011853334,-0.016088137
SERPINH1,-0.012634717,-0.011775706,-0.007323702,-0.011851006,-0.01611203
SERTAD3,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
SESN2,-0.012635388,-0.011775761,-0.014053645,-0.011845401,-0.016105346
SESN3,-0.012614768,-0.011943655,0.13303743,-0.01311424,-0.013949775
SET,-0.012635378,-0.009580765,-0.014053616,-0.011845381,-0.01610592
SETD1A,-0.012635167,-0.011777374,-0.014052046,0.0034574112,-0.016172245
SETD1B,-0.01263539,-0.01177582,-0.014053608,-0.01184563,-0.016105577
SETD2,-0.012633137,-0.011784039,-0.014060071,-0.011852939,-0.016070588
SETD6,-0.012635256,-0.011776238,-0.014051863,-0.0030762036,-0.01614846
SETD7,-0.0126367565,-0.011771214,-0.014056697,-0.011795178,-0.016172877
SETDB1,-0.012635388,-0.011775797,-0.014053628,-0.011845413,-0.016105408
SETDB2,-0.012636041,-0.011772379,-0.014054479,-0.011802171,-0.016185062
SETMAR,-0.012635148,-0.011776045,-0.0140579725,-0.011831005,-0.016108837
SETX,-0.012635372,-0.008140251,-0.014053621,-0.011845218,-0.016106138
SEZ6L,-0.012635341,-0.011776918,-0.014052918,-0.011849399,-0.016104992
SEZ6L2,-0.01263522,-0.011776523,-0.014051987,-0.0010080382,-0.016155683
SF1,-0.01263492,-0.0117751965,0.0020449422,-0.0118480595,-0.016117094
SF3A1,-0.012635385,-0.011775938,-0.014053533,-0.011846046,-0.01610549
SF3A2,-0.01263539,-0.011775819,-0.014053608,-0.011845627,-0.016105589
SF3A3,-0.012635387,-0.011775734,-0.01405367,-0.011845209,-0.016105175
SF3B1,-0.012634702,-0.011776115,-0.014046427,-0.011866889,-0.01604931
SF3B2,-0.012635251,-0.011777464,-0.006633407,-0.011852545,-0.016083738
SF3B3,-0.012635143,-0.011772721,-0.014046897,-0.0023538407,-0.016178895
SF3B4,-0.012635388,-0.011775783,-0.014053636,-0.011845424,-0.016105395
SF3B5,-0.012636885,-0.011767553,-0.014054045,-0.011762554,-0.016293395
SF3B6,-0.012635372,-0.011775553,-0.014053225,-0.011846067,-0.016103717
SFI1,-0.012635266,-0.011778133,-0.0140520595,-0.011853899,-0.016103776
SFN,-0.012635388,-0.011775825,-0.014053606,-0.011845529,-0.016105512
SFPQ,-0.0126353875,-0.011775763,-0.014053641,-0.011845438,-0.016105354
SFR1,-0.0126330145,-0.011786198,-0.014055234,-0.011869676,-0.0009327685
SFRP1,-0.012636288,-0.011771014,-0.01406596,-0.011821124,-0.01618072
SFRP2,-0.012635703,-0.011774711,-0.0140542,-0.011835125,-0.016120734
SFRP4,-0.012636374,-0.011769452,-0.01405151,-0.01181228,-0.01619695
SFRP5,-0.012633597,-0.011783801,-0.014055283,-0.011872848,-0.0076492736
SFSWAP,-0.012635391,-0.011775835,-0.014053602,-0.011845726,-0.016105428
SFTPA1,-0.012633221,-0.01178503,-0.014054745,-0.011853002,0.0014994093
SFTPA2,-0.012634709,-0.011777149,-0.014052695,-0.01175547,0.015110273
SFTPB,-0.01263539,-0.011775608,-0.014053464,-0.011845329,-0.016105987
SFTPC,-0.012635775,-0.0117736,-0.014059119,-0.011835553,-0.016138827
SFTPD,-0.012634054,-0.011780365,-0.014053912,-0.011788383,0.00975221
SFXN1,-0.012634243,-0.011769597,-0.014046713,-0.011845584,-0.016182976
SFXN2,-0.01263489,-0.011777592,-0.01405412,-0.011825834,-0.006511875
SGCA,-0.012635454,-0.011777006,-0.014056182,-0.011844605,-0.016104462
SGCB,-0.01263749,-0.011767847,-0.014056466,-0.011786574,-0.016203398
SGCD,-0.012627813,-0.011764428,-0.014020147,-0.011934834,-0.016167207
SGCE,-0.0126380725,-0.011771326,-0.014026312,-0.011939043,-0.016325908
SGCG,-0.012636356,-0.011770604,-0.014055375,-0.01177136,-0.016236909
SGCZ,-0.011936728,-0.010078665,-0.020795545,-0.051548,-0.012302607
SGF29,-0.012635327,-0.011775519,-0.014052369,-0.008602303,-0.016124768
SGIP1,-0.012635302,-0.011773003,-0.014055228,-0.011837278,-0.016094942
SGK1,-0.012637312,-0.011765195,-0.014054194,-0.011738767,-0.016347107
SGMS1,-0.0124753155,-0.012446915,-0.014377183,-0.0122166425,0.9627515
SGMS2,-0.012645598,-0.011743337,-0.0140807815,-0.011430208,-0.016619004
SGO1,-0.012634791,-0.011777818,-0.014056446,-0.011842993,-0.016097985
SGO2,-0.012634939,-0.011775168,-0.014048554,-0.011855257,-0.016081998
SGPL1,-0.012630059,-0.011798305,-0.014058384,-0.011849271,0.03077937
SGPP1,-0.012635451,-0.011780419,-0.014049658,-0.011902932,-0.0160531
SGSH,-0.012635417,-0.011776336,-0.014054729,-0.011845178,-0.016105104
SGSM1,-0.01263537,-0.011776239,-0.01405333,-0.0118471095,-0.01610531
SGSM3,-0.012635386,-0.011775903,-0.014053545,-0.011845939,-0.01610554
SGTA,-0.01263539,-0.011775819,-0.014053608,-0.011845627,-0.016105589
SH2B1,-0.012635179,-0.011776159,-0.014051031,0.0007927548,-0.016167821
SH2B2,-0.012637592,-0.0117647955,-0.014042112,-0.011823117,-0.01630596
SH2B3,-0.01263539,-0.0117758205,-0.014053607,-0.011845633,-0.01610557
SH2D1A,-0.0065924986,-0.011776831,-0.014050467,-0.011859412,-0.016090978
SH2D2A,-0.012635389,-0.011775815,-0.014053614,-0.011845526,-0.016105536
SH2D3C,-0.012635378,-0.00962107,-0.014053617,-0.011845384,-0.016105914
SH2D4A,-0.012637398,-0.011761564,-0.014087927,-0.011801124,-0.016300933
SH3BGRL3,-0.012635388,-0.011775777,-0.014053634,-0.011845473,-0.016105423
SH3BP5,-0.012634265,-0.011779715,-0.014058021,-0.011843942,-0.01608801
SH3GL1,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
SH3GL2,-0.012632461,0.5413369,-0.014055515,-0.011783817,-0.01618852
SH3GL3,-0.012635391,-0.011775821,-0.014053616,-0.011845608,-0.016105609
SH3GLB1,-0.012635386,-0.011775614,-0.014053724,-0.011844999,-0.016104786
SH3GLB2,-0.012635347,-0.0037166271,-0.014053637,-0.011844724,-0.016106801
SH3KBP1,0.2880403,-0.011917876,-0.013914994,-0.013409368,-0.01506816
SH3PXD2A,-0.012623532,-0.01182698,-0.014064152,-0.011930893,0.064743556
SH3PXD2B,-0.012632482,-0.011758954,-0.014035875,-0.0118446695,-0.016318092
SH3RF1,-0.012637932,-0.011766643,-0.014058038,-0.011764033,-0.016227446
SHANK1,-0.012635391,-0.011775816,-0.0140536055,-0.011845625,-0.01610559
SHARPIN,-0.012635403,-0.011775765,-0.014053762,-0.0118452525,-0.016106548
SHB,-0.012635058,0.050983634,-0.014053824,-0.011838612,-0.016115
SHBG,-0.012635487,-0.011777651,-0.014057568,-0.011844068,-0.016103785
SHC1,-0.01263539,-0.011775817,-0.014053608,-0.011845575,-0.016105568
SHC4,-0.012635398,-0.0117758475,-0.014053673,-0.011845557,-0.016105663
SHH,-0.012660847,-0.0115550775,-0.0140679395,-0.010199224,-0.018676098
SHISA5,-0.0126347495,-0.011778213,-0.014055172,-0.011847822,-0.016092112
SHMT1,-0.0126354685,-0.011777299,-0.014056812,-0.011844362,-0.016104149
SHMT2,-0.01263539,-0.0117758205,-0.014053607,-0.011845636,-0.016105564
SHOC2,-0.012632471,-0.011786951,-0.014054886,-0.011778261,0.029013976
SHPRH,-0.0126422625,-0.011737817,-0.01405562,-0.011463686,-0.016969034
SHQ1,-0.012621839,-0.011825603,-0.014092623,-0.011894463,-0.015885474
SHROOM3,-0.012658715,-0.011698268,-0.014108644,-0.0109644355,-0.017258853
SHTN1,-0.012626352,-0.011814302,-0.014059697,-0.011877214,0.057517964
SI,-0.012632211,-0.011787893,-0.014058787,-0.0118501885,-0.015980825
SIAH1,-0.012635227,-0.011775037,-0.014050293,-0.0033819627,-0.016156057
SIAH2,-0.012634646,-0.011778587,-0.014055318,-0.011847185,-0.01608472
SIGIRR,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
SIGLEC1,-0.01263539,-0.011775821,-0.0140536,-0.011845671,-0.016105594
SIGLEC14,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
SIGMAR1,-0.012635317,0.0021763577,-0.014053657,-0.011844067,-0.016107682
SIK1,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
SIK2,-0.012613452,-0.011836792,0.065786354,-0.012603699,-0.015430964
SIK3,-0.012602265,-0.011838409,0.07526318,-0.012849279,-0.01549282
SIKE1,-0.012635389,-0.011775723,-0.014053665,-0.011845257,-0.01610517
SIL1,-0.012629241,-0.01174733,-0.014018473,-0.011857566,-0.016439779
SIM1,-0.012636794,-0.0117680635,-0.014054048,-0.011768008,-0.01628196
SIM2,-0.012635536,-0.011774882,-0.0140524255,-0.011848584,-0.016129922
SIN3A,-0.012635391,-0.011775819,-0.01405361,-0.011845623,-0.016105594
SIN3B,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
SIPA1,-0.01263542,-0.011775651,-0.00823291,-0.011844695,-0.016107423
SIPA1L1,-0.012633161,-0.011845537,-0.013997667,-0.012681545,-0.015293999
SIRPA,-0.012635389,-0.011775823,-0.014053596,-0.011845697,-0.016105598
SIRPB1,-0.012635389,-0.011775825,-0.014053592,-0.011845717,-0.016105598
SIRPG,-0.01263539,-0.0117758205,-0.014053603,-0.011845658,-0.016105594
SIRT1,-0.012596869,-0.011953123,-0.014080269,-0.012696207,0.13235794
SIRT2,-0.012635391,-0.011775818,-0.014053607,-0.011845626,-0.01610559
SIRT3,-0.012634706,-0.011779172,-0.009726955,-0.011871823,-0.016064497
SIRT4,-0.01263539,-0.0117758205,-0.014053607,-0.011845638,-0.016105568
SIRT5,-0.012635577,-0.0117747905,-0.01405367,-0.011835425,-0.016128642
SIRT6,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
SIRT7,-0.012635483,-0.011777575,-0.014057406,-0.011844129,-0.016103871
SIVA1,-0.012635446,-0.011776334,-0.014053105,-0.011852548,-0.01609996
SIX2,-0.012635379,-0.011775844,-0.014053367,-0.011846186,-0.016104454
SIX3,-0.012635371,-0.0117758885,-0.014053318,-0.011846772,-0.016102608
SIX4,-0.012635476,-0.011776732,-0.014052733,-0.011857772,-0.016095534
SIX5,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
SIX6,-0.012635231,-0.011778812,-0.014051286,-0.011880842,-0.016070452
SKA1,-0.012627603,-0.011804336,-0.014047011,-0.012081793,-0.015785353
SKA2,-0.0126354825,-0.011777524,-0.014057355,-0.011844091,-0.0161042
SKA3,-0.012635633,-0.011774526,-0.014053968,-0.011828686,-0.016136248
SKAP1,-0.0126360385,-0.011788029,-0.014080055,-0.011835163,-0.016093805
SKAP2,-0.012640265,-0.011753676,-0.014025958,-0.0118067805,-0.01654603
SKI,-0.012635388,-0.011775817,-0.014053637,-0.011845271,-0.01610541
SKIL,-0.012633889,-0.011781445,-0.014056822,-0.011848586,-0.016059224
SKP1,-0.012633754,-0.011769688,-0.014045007,-0.011855104,-0.016174085
SKP2,-0.012630884,-0.011771344,-0.014035232,-0.011912248,-0.0161068
SLA,-0.0126355225,-0.0117738275,-0.014059069,-0.011846704,-0.016129049
SLA2,-0.012635388,-0.011775831,-0.0140535785,-0.011845796,-0.016105607
SLAIN2,-0.012644773,-0.011739836,-0.014065428,-0.0115865,-0.016544128
SLAMF1,-0.012635387,-0.011775789,-0.014053626,-0.0118454015,-0.01610538
SLAMF6,-0.012635388,-0.011775809,-0.014053617,-0.011845422,-0.016105438
SLBP,-0.012636225,-0.011772548,-0.014054507,-0.011823899,-0.016144304
SLC10A1,-0.0126358755,-0.011774906,-0.014053776,-0.011839409,-0.016118465
SLC11A2,-0.012635391,-0.01177584,-0.014053601,-0.011845752,-0.016105385
SLC12A1,-0.012635404,-0.0117758745,-0.014053733,-0.011845502,-0.016105724
SLC12A2,-0.012633178,-0.011767291,-0.0140418215,-0.011857084,-0.016201647
SLC12A3,-0.012635025,-0.011774154,-0.0140465805,0.006812505,-0.016215345
SLC12A5,-0.012635386,-0.011775845,-0.014053545,-0.011845987,-0.016105624
SLC12A6,-0.012635391,-0.0117758205,-0.014053614,-0.011845613,-0.016105603
SLC13A5,-0.012635525,-0.011778366,-0.01405911,-0.011843464,-0.01610306
SLC15A4,-0.012635391,-0.011775824,-0.0140536055,-0.011845652,-0.016105538
SLC15A5,-0.012635411,-0.011776193,-0.014053484,-0.011848056,-0.016101962
SLC16A1,-0.012635388,-0.011775717,-0.014053661,-0.011845278,-0.01610516
SLC16A13,-0.012635427,-0.0117765,-0.01405508,-0.011845049,-0.01610491
SLC16A2,0.031459622,-0.011789277,-0.014017546,-0.012013793,-0.015938552
SLC16A3,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
SLC16A4,-0.01263539,-0.011775788,-0.014053627,-0.011845465,-0.016105428
SLC16A7,-0.012635397,-0.011775938,-0.014053563,-0.0118463645,-0.016104423
SLC17A1,-0.012635764,-0.011773753,-0.0140537275,-0.011824995,-0.016152222
SLC17A7,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
SLC17A8,-0.012635391,-0.011775848,-0.014053596,-0.011845797,-0.016105302
SLC18A1,-0.012637194,-0.01176353,-0.0140830595,-0.011803778,-0.016276276
SLC18A3,-0.012630938,-0.011791382,-0.014063934,-0.011670452,0.05899866
SLC19A1,-0.01263545,-0.011775432,-0.01405312,-0.011846847,-0.016115632
SLC1A1,-0.012634457,0.16447942,-0.0140542155,-0.011825929,-0.016132016
SLC1A2,-0.012629131,-0.011782327,0.024719195,-0.011524512,-0.016059745
SLC20A2,-0.012637822,-0.0117639955,-0.014081617,-0.011773267,-0.016293267
SLC22A1,-0.012649222,-0.011699335,-0.014057598,-0.0110775465,-0.017842298
SLC22A12,-0.012635463,-0.0117753735,-0.0010358607,-0.011843379,-0.016110586
SLC22A17,-0.012635379,-0.011776843,-0.014052759,-0.011858134,-0.016093781
SLC22A2,-0.012650547,-0.011692009,-0.014057975,-0.01100397,-0.018008662
SLC22A7,-0.012635401,-0.011775759,-0.014053613,-0.011845036,-0.01610692
SLC22A8,-0.012634424,-0.011779293,0.012598044,-0.011850907,-0.016063964
SLC24A5,-0.012635396,-0.011775839,-0.014053655,-0.011845579,-0.01610564
SLC25A12,-0.012635191,-0.011774687,-0.014051087,-0.01184975,-0.016091777
SLC25A13,-0.012644569,-0.01177779,-0.013937971,-0.01235918,-0.016830878
SLC25A14,-0.011966361,-0.011779256,-0.014043712,-0.011886074,-0.016064
SLC25A16,-0.012618434,-0.011852199,-0.014066587,-0.012122752,0.0729189
SLC25A17,-0.012635386,-0.011775902,-0.014053553,-0.011845922,-0.016105523
SLC25A20,-0.01263455,-0.011778906,-0.014055918,-0.011848921,-0.016092287
SLC25A21,-0.012634293,-0.011803816,-0.014031238,-0.012179426,-0.01577895
SLC25A24,-0.012635385,-0.011775567,-0.014053741,-0.011844634,-0.01610449
SLC25A25,-0.01263538,-0.009888482,-0.014053616,-0.0118454145,-0.016105875
SLC25A26,-0.012603685,-0.011891495,-0.014142813,-0.011964761,-0.015586432
SLC25A27,-0.0126358,-0.011773551,-0.014053731,-0.01182284,-0.016157124
SLC25A28,-0.012634852,-0.011777955,-0.014054135,-0.011838232,-0.0094852615
SLC25A3,-0.012635391,-0.011775829,-0.014053603,-0.011845672,-0.016105492
SLC25A31,-0.012637042,-0.011770428,-0.014057727,-0.0117810415,-0.016187945
SLC25A4,-0.0126358215,-0.0117744375,-0.014054744,-0.011828184,-0.016127277
SLC25A5,-0.012415725,-0.011776027,-0.014052745,-0.0118495915,-0.0161011
SLC25A6,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
SLC26A6,-0.012635063,-0.011777036,-0.014054493,-0.0118469475,-0.016100576
SLC27A1,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
SLC27A2,-0.012635392,-0.011775824,-0.014053625,-0.011845598,-0.016105609
SLC27A5,-0.012635409,-0.011775776,-0.014053562,-0.011845611,-0.016105603
SLC29A1,-0.012635591,-0.011774703,-0.014053671,-0.011834405,-0.016130952
SLC2A1,-0.0126353875,-0.01177573,-0.014053663,-0.011845341,-0.016105244
SLC2A14,-0.012635396,-0.011775908,-0.014053581,-0.011846213,-0.016104685
SLC2A2,-0.012633126,-0.011784514,-0.014056299,-0.011847799,-0.016000185
SLC2A3,-0.012635392,-0.011775863,-0.014053593,-0.011845909,-0.016105149
SLC2A5,-0.0126353875,-0.011775818,-0.0140536055,-0.011845426,-0.016105482
SLC2A8,-0.012635378,-0.009462314,-0.014053617,-0.011845365,-0.01610594
SLC2A9,-0.012664037,-0.011662174,-0.014081398,-0.0111286575,-0.017426413
SLC30A1,-0.012635378,-0.011775849,-0.0140536325,-0.01184455,-0.016105069
SLC30A10,-0.0126353465,-0.011775884,-0.014053486,-0.011843101,-0.016104577
SLC30A4,-0.012635391,-0.011775823,-0.0140536195,-0.011845615,-0.016105602
SLC30A5,-0.012630649,-0.011748113,-0.014024332,-0.011842832,-0.016457835
SLC30A6,-0.01263534,-0.011775815,-0.014052842,-0.011847868,-0.016099619
SLC30A7,-0.012635389,-0.011775356,-0.01405384,-0.011844133,-0.0161037
SLC30A8,-0.012636013,-0.011771263,-0.014064825,-0.011832371,-0.01616771
SLC30A9,-0.012645494,-0.011736812,-0.014065774,-0.011571477,-0.016576737
SLC31A1,-0.012635348,-0.0038964178,-0.014053636,-0.011844745,-0.016106771
SLC32A1,-0.0126353875,-0.011775837,-0.014053564,-0.011845879,-0.016105615
SLC35A1,-0.012635938,-0.011772789,-0.014053777,-0.011815229,-0.01617432
SLC35A2,0.0005450448,-0.011782122,-0.014048153,-0.011914286,-0.01606174
SLC35A3,-0.012635395,-0.011775201,-0.014053911,-0.011843724,-0.01610302
SLC35B1,-0.012635434,-0.011776646,-0.0140553955,-0.011844922,-0.016104782
SLC35B2,-0.012635411,-0.011775701,-0.014053617,-0.011844469,-0.016108215
SLC35B4,-0.012641284,-0.011734449,-0.014051132,-0.01154672,-0.016678266
SLC35C1,-0.01263512,-0.011775566,-0.0133796,-0.011790436,-0.01611076
SLC35C2,-0.012635387,-0.011775844,-0.014053548,-0.011845968,-0.016105622
SLC35E3,-0.012635391,-0.011775836,-0.0140536,-0.011845716,-0.016105417
SLC35G5,-0.012636911,-0.0117685655,-0.014069297,-0.011798781,-0.016218625
SLC38A9,-0.012624013,-0.011699897,-0.013979847,-0.011812471,-0.017091397
SLC39A1,-0.012635389,-0.01177582,-0.014053607,-0.011845594,-0.01610556
SLC39A10,-0.012634551,-0.011775343,-0.014044565,-0.01187009,-0.016038889
SLC39A11,-0.012636511,-0.011796901,-0.014099352,-0.01182749,-0.016085643
SLC39A13,-0.012635186,-0.011775627,-0.009996017,-0.011811995,-0.01610934
SLC39A14,-0.012636414,-0.011770617,-0.014065964,-0.011815939,-0.016186627
SLC39A2,-0.012635372,-0.011776732,-0.014052862,-0.011856688,-0.016095014
SLC39A4,-0.012635402,-0.01177574,-0.014053796,-0.011845325,-0.016106702
SLC39A5,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
SLC39A6,-0.012625878,-0.011810753,-0.01404563,-0.012134044,-0.01571351
SLC39A7,-0.012635409,-0.011775716,-0.014053617,-0.011844622,-0.01610785
SLC39A8,-0.012641124,-0.01175708,-0.014067817,-0.011622121,-0.016391318
SLC39A9,-0.012639293,-0.011764539,-0.014058268,-0.011747189,-0.016254295
SLC3A1,-0.0126353605,-0.011775647,-0.014053036,-0.011846918,-0.016101616
