	MF: KIRC	MF: BRCA	MF: READ	MF: PRAD	MF: STAD	MF: HNSC	MF: LUAD	MF: THCA	MF: BLCA	MF: ESCA	MF: LIHC	MF: UCEC	MF: COAD	MF: LUSC	MF: CESC	MF: KIRP	METH: KIRC	METH: BRCA	METH: READ	METH: PRAD	METH: STAD	METH: HNSC	METH: LUAD	METH: THCA	METH: BLCA	METH: ESCA	METH: LIHC	METH: UCEC	METH: COAD	METH: LUSC	METH: CESC	METH: KIRP	GE: KIRC	GE: BRCA	GE: READ	GE: PRAD	GE: STAD	GE: HNSC	GE: LUAD	GE: THCA	GE: BLCA	GE: ESCA	GE: LIHC	GE: UCEC	GE: COAD	GE: LUSC	GE: CESC	GE: KIRP	CNA: KIRC	CNA: BRCA	CNA: READ	CNA: PRAD	CNA: STAD	CNA: HNSC	CNA: LUAD	CNA: THCA	CNA: BLCA	CNA: ESCA	CNA: LIHC	CNA: UCEC	CNA: COAD	CNA: LUSC	CNA: CESC	CNA: KIRP
CMC4	0.012835249922782	0.0	0.0	0.0	0.0	0.0054954258655336	0.0	0.0	0.0	0.0	0.0	0.0038823195452722	0.0054510971543255	0.0	0.0	0.0	0.0529780087215001	0.0564228902324291	0.1187955670069949	0.0002697870773451	0.7284707068410878	0.0330990340961195	0.085887689728324	0.045623872021006	0.2247986429072805	0.3068177536363414	0.0860634471715972	0.0235651495136272	0.0032729685229644	0.037872070244741	0.0378264000761732	0.03773200854537	0.0412278721262257	0.0207451427063959	0.0025830700458202	0.0485120163596778	0.0612248251274916	0.007184446196325	0.0017678405611913	0.0173196848739939	0.0053032517385387	0.0332976730682194	0.0461563442182695	0.0633081166831703	0.0133926411385742	0.0389197187762182	0.0367452734022909	0.0243502474948256	0.0795698924731182	0.0	0.2517006802721089	0.0	0.2686084142394822	0.3947368421052631	0.0	0.0444444444444444	0.0	0.0	0.3210332103321033	0.0	0.0	0.2743362831858407	0.3303964757709251	0.0
CMIP	0.0	0.021181469139678	0.0	0.0	0.0246857477164626	0.0054166557271662	0.0	0.0	0.0304456502035017	0.0	0.0	0.0112906392160181	0.0158456121943733	0.053648704820806	0.0828537971691717	0.0	0.0182383520802604	0.01333501053792	0.0153076662951611	0.0112528117789481	0.0150425857237173	0.0142270542593119	0.0141809596627106	0.0139981469951409	0.0029391293962923	0.0564333322341585	0.0007725911830556	0.0045701986561729	0.0269638415543766	0.0345577861883953	0.0491124933302632	0.0192122560162588	0.0325254564925545	0.0187292870726648	0.0109565208985787	0.0534945506562085	0.0170696677539014	0.0646956085566182	0.0116005263388248	0.0645160680195407	0.0222619700108919	0.0205724211932139	0.0275231847846564	0.0541457535545072	0.0161621105579537	0.0245637070910375	0.0766428725663144	0.0088739141189897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0603015075376884
CMKLR1	0.0127770827276502	0.0105617856817208	0.02827521833554	0.0227512491428403	0.0375693337392918	0.0054724874064633	0.0989352874536365	0.0	0.0	0.0269382197647984	0.0	0.0149713144536547	0.0161754590981333	0.0	0.0280620523918633	0.0	0.0142911028859057	0.1764215525825407	0.0614363496238153	0.2827460735603165	0.0996990943885076	0.1948320993122758	0.2445895186426291	0.0276422467629402	0.1150717736417566	0.3570398409666447	0.1678886317292409	0.2732098292822617	0.1139474637122143	0.1970930897101918	0.3289910993286612	0.202330143495917	0.0292538997579501	0.0591963444154617	0.1133009161264215	0.0006821982453974	0.0029096537768738	0.0617359028734395	0.1446416773527674	0.0951337700531431	0.1309065816707643	0.0060551620903424	0.0766152078526689	0.1573280967245063	0.1372640938193951	0.1837400156099408	0.2293882025446992	0.0549824720747022	0.0	0.0	0.0	0.1224489795918367	0.0	0.1657894736842105	0.3527851458885941	0.0	0.0	0.0	0.0	0.0	0.0	0.1902654867256637	0.0	0.0
CMPK1	0.012833061398241	0.0106101764139048	0.0	0.0	0.0130335355158637	0.005450134441861	0.0	0.0036004700416729	0.0306443737995149	0.0	0.0	0.0038031362492275	0.0054111338849036	0.0	0.0	0.0	0.0052525981724584	0.0052013097179643	0.0048217248350041	0.0126246903331366	0.0080961855455639	0.0057973389709373	0.0033297999495341	0.0102820716533878	0.0163451885471631	0.0108205327296991	0.0100134326537847	0.0122119021990945	0.007215320029452	0.0122989036324927	0.0069492742095524	0.0091692563833729	0.003398394988362	0.0657523906114848	0.0224177614774743	0.0448526299200357	0.0213692488807825	0.0663393147931332	0.0010589683093428	0.0404830655570076	0.0595896870001578	6.297305344329612e-05	0.0392731338704134	0.001910399027105	0.0214152027565349	0.0394205980679412	0.0606335934501432	0.0022891822301326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CMTM2	0.0	0.0	0.0	0.0	0.0	0.0054825612321154	0.0	0.0036011670554139	0.0	0.0541854415116717	0.0250436682330427	0.0038588383737141	0.0	0.0	0.0	0.0	0.158560362767803	0.252876345770807	0.6037742233997879	0.4730238967379215	0.1414448039521768	0.355297978603346	0.6141974267386368	0.2657046965512155	0.5297548497697907	0.3692110989237244	0.3226001300702345	0.6140371164247113	0.5470791488860495	0.5429792761070577	0.4856067128674106	0.0348866977648207	0.0332238742776817	0.1033296771403245	0.0229477942831529	0.2186786310735084	0.0229977412487182	0.0046838583445845	0.3316224707557712	0.0161476089228476	0.0808324139167857	0.047960268822485	0.179165746155719	0.0014795732663026	0.0042446690257879	0.2983582599556026	0.0163799645592519	0.0227406230218721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6015625	0.0	0.0	0.0	0.0
CMTM3	0.0	0.0	0.0	0.0	0.0123828014197975	0.0	0.0	0.0	0.0	0.0268945065520609	0.0	0.0037454468290291	0.0	0.0	0.0	0.0407163936174011	0.5169913682075886	0.1991740349738298	0.5978265615543392	0.3934215679338305	0.3761717315153566	0.1740815841348202	0.0398144948592119	0.0187046125772404	0.1211811332348083	0.1185291907243728	0.3084069704637141	0.1496563982109121	0.6452205905563176	0.0634992831363157	0.2616554914206891	0.4939450052022102	0.0952210030820153	0.0041814154860333	0.0075925500559427	0.0065527396079181	0.0328917944037433	0.1211813566570557	0.0092625513886474	0.1389498490944463	0.0534700776033123	0.0592748101969494	0.0385624972012441	0.1036235073743803	0.0010737072966616	0.0532357578554154	0.157111461339437	0.1118719538078784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6015625	0.0	0.0	0.0	0.0
CMTM4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0191175552166129	0.0	0.0	0.0282252734954251	0.0	0.0387720935169911	0.0404298766633278	0.0219798367583739	0.025053584180488	0.0537314587023468	0.0205447114378969	0.0363719427379454	0.015443182130802	0.0723754343043226	0.0025466870400676	0.0280318822960523	0.0754161996355054	0.0096483687717763	0.0181316029749955	0.0643188372630312	0.013790041147353	0.1379259294058219	0.0061371635642876	0.0292652896657981	0.0969050889227326	0.0434858547840498	0.0155125472541914	0.0379087426558019	0.0427735663334287	0.0793129420533227	0.1599999683599286	0.1309002987618461	0.0573561265023187	0.0490648309317925	0.0745669355767342	0.0402224762316447	0.111487530875724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6015625	0.0	0.0	0.0	0.0
CMTM5	0.0	0.0	0.0	0.0225589666328423	0.0260273260370709	0.0159150374598552	0.0	0.0	0.0	0.0	0.0	0.0114009950552462	0.0108696266616112	0.0	0.0	0.0	0.1039271070374486	0.3527435357020114	0.2053862081978839	0.1196827924023326	0.2121098732377943	0.1675464020285721	0.0038506276035398	0.0443741137137523	0.0731023291986252	0.0586294279404537	0.2805649468909656	0.2640127074698984	0.2190226373871511	0.0569176560334497	0.2615852357362089	0.1593320616426143	0.0685249846322733	0.5286184929489928	0.3772937243735295	0.3036721360465441	0.3432162037095235	0.1742802892914718	0.3828997476506434	0.1882367011295612	0.4877340413418821	0.2203578000514983	0.0	0.4830057454227017	0.3537968024617982	0.3061869614431576	0.4971895086769362	0.2127198166641866	0.0	0.0	0.0	0.0	0.0	0.1973684210526315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3871681415929203	0.0	0.2512562814070351
CMTM6	0.0	0.0	0.0280499310388568	0.0	0.012896498012169	0.0	0.0	0.0	0.0	0.0	0.0249644719952931	0.0076625229572756	0.0053412930842071	0.0	0.0282040241707987	0.0	0.0063285520694227	0.0003966446225878	0.0112012996685339	0.0069076195494782	0.0061764651762373	0.0091039773079765	0.0025507242595498	0.0254219867244639	0.0038807525116307	0.0194617054271979	0.0229229811282926	0.0096006857045576	0.0047879468226906	0.0210691529488441	0.0103675453150403	0.0044121825909625	0.0227134674348966	0.0145555342374736	0.0027583538345359	0.0070489913865353	0.0641113490767802	0.0227402659095791	0.0320421072692013	0.0379987644243508	0.0501252429103053	0.0481756373352336	0.0821199681017567	0.0039818234395256	0.0151273704495938	0.0385688749082143	0.0291497976420978	0.0267849016595637	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CMTM7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0306543050366093	0.0	0.0	0.0038420557700976	0.0	0.0	0.0	0.0	0.0201265541286492	0.0958430449693554	0.0206744321911212	0.0846848376864054	0.05903256685923	0.2897729095582965	0.0008359337141915	0.0173770169733922	0.0123075828408428	0.0747892254241166	0.0023301680779465	0.0150451127795405	0.006674434142573	0.0609119151270961	0.132903661273542	0.0216635499055404	0.0323858170289716	0.2031106902991872	0.099983066045439	0.045107667057729	0.0794443360202663	0.0450613619814899	0.0422970686018296	0.0323276952495319	0.1169424785245026	0.0954736208771768	0.036055871467158	0.0830327476831239	0.1027837629420128	0.0834486613496892	0.0248917441304052	0.0977497121423003	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CMTM8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0250096784028774	0.0038606033998147	0.0053959348268135	0.0	0.0	0.0	0.0173993448623546	0.0966480343963316	0.0264973151886345	0.0367537280170824	0.0403733463648022	0.0042492437343119	0.0096143303493538	0.0549116104528967	0.0541819845739457	0.0027715572687388	0.009712782541478	0.0977025199865394	0.0114708829624604	0.0082080244415069	0.0558173862514847	0.0227711226714855	0.0178633353327516	0.0068657121369619	0.0887408309908913	0.0253382361145384	0.0377506153008229	0.0388739195091265	0.0333593526683233	0.0715196673695155	0.0621743016387951	0.0322215612325908	0.006852645550791	0.0511964559870949	0.0827847864027351	0.1085193170540011	0.0076632316073573	0.0356140276112378	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CMTR1	0.0	0.005314449284037	0.0563971678445561	0.0	0.0130387142338656	0.0054796454896161	0.0	0.003599812635334	0.0	0.0	0.0750044152177592	0.0153516627580914	0.0	0.0	0.0276979275802892	0.0408693116240971	0.0202446540273886	0.0017786196405576	0.0027341242555917	0.0047092051067064	0.0087054141029365	0.0191870815257977	0.0183686680283543	0.0064881539651458	0.0038874326198837	0.0315164836675025	0.0194050444293033	0.019749883219823	0.0114409093133678	0.0350869389923167	0.0224139953573876	0.0136833894633702	0.0016958063657774	0.000298938652557	0.0243702483916883	0.0047043900427794	0.0195807808847635	0.0453309975528629	0.0019931779225658	0.0261253788786225	0.0065027768691367	0.0101833120597664	0.0489567893493173	0.0007723428708753	0.0242399600766911	0.0093936102876532	0.0246438168345016	0.0109886691816339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CMYA5	0.0127809808491666	0.0264817166334025	0.0	0.0682166519818566	0.2042956526863294	0.0433221563853913	0.1412388473477704	0.0035301838871597	0.0296053578865902	0.0269613092965889	0.0250179187573034	0.0489207118256032	0.0162387097258955	0.0543057543800274	0.1342719103038039	0.0816929349246285	0.5074128014948193	0.0194266443106574	0.4158304530435784	0.0763938679214158	0.2657312925889011	0.1709025842052191	0.0640523043242206	0.0362398196149938	0.1719277559607676	0.3089270383293382	0.0745541637890224	0.1972383883463475	0.2787596126889763	0.0733713516755515	0.1678241776212834	0.2566053247160973	0.0242118046129597	0.1522971450996855	0.1113156651504053	0.0942578655064554	0.0184395519227432	0.2650829773238054	0.0077769984104937	0.0689242998219343	0.0062644320860813	0.0449763793005422	0.1133537769024131	0.2858925491148765	0.0530467393224323	0.0057603123880285	0.3402789071673326	0.0655907018352218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8539823008849557	0.0	0.0
CNBP	0.0	0.0	0.0	0.0	0.0249388354148121	0.0	0.0	0.0	0.0	0.0268870744889331	0.0249419904508431	0.0225053464073711	0.0	0.0	0.0279351375605138	0.0	0.0018727213751497	0.004368726541361	0.0032090557191108	0.0160767593385135	0.0062656914497761	0.0075005287768676	0.0146425879022858	0.0113777535716337	0.0213155728428839	0.0052875429618261	0.0014570494028452	0.0128714669242937	0.0018036473029018	0.0127616907148323	0.0012216091187088	0.0207043673144408	0.0024961480156464	0.0386129788145403	0.011921840738133	0.0116314995022491	0.009718676154828	0.0220622816406851	0.0250511748017832	0.0078765576817324	0.0429404053822118	0.0146585600361511	0.0467672478091867	0.0689467880086726	0.0030690527238935	0.0301703396860615	0.0575281366668364	0.0235580598888232	0.3462365591397849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNDP1	0.0128131312526623	0.0053000689097521	0.0	0.0227601873771649	0.0	0.0213646440354723	0.0	0.0	0.0299340862123079	0.0	0.0	0.0076687240233009	0.0054226252786267	0.0545698903242133	0.0281900384053797	0.0	0.0656486448095359	0.0175700178424257	0.0232327485099231	0.0296705489376806	0.0058115377645902	0.1996218780637256	0.0258580783954377	0.0130464500660952	0.0849977851443162	0.1308441089766449	0.149332678461289	0.0066904496549595	0.0162381713080056	0.2954479714164395	0.0121975188554463	0.0221674107400162	0.1126170176774733	0.0845880789479766	0.1389442698726751	0.1241499390936647	0.0257259627014226	0.2030987908435259	0.0326586805692625	0.112364886194032	0.048941094540992	0.0943036603050306	0.5808084581352247	0.0019241055272102	0.0474187141574413	0.0366554165955028	0.1047954986851705	0.1427350349466943	0.0	0.449936628643853	0.0	0.4659863945578231	0.0	0.0	0.660477453580902	0.0	0.678030303030303	0.7724137931034484	0.3468634686346865	0.3828125	0.0	0.0	0.0	0.0
CNDP2	0.0	0.0052668577058326	0.0	0.0	0.0130089403611855	0.0	0.0202438791128494	0.0	0.0	0.0269009183852566	0.0	0.0113509669998557	0.0051461245402632	0.0	0.0	0.163321744780281	0.0139980182374413	0.0098357550820869	0.0093984633873538	0.0195250486021132	0.0021883970877419	0.0114422275451403	0.0247931810190215	0.0115881237381687	0.0285552450537769	0.0068269959975745	0.016111372591861	0.0254318112994279	0.0053103498691333	0.0043045550272859	0.0119189620432509	0.0246533054521305	0.0473495778657553	0.0350808492616891	0.0214778316996182	0.0333312452808103	0.0323762639587915	0.0154400391455996	0.0228005910139856	0.0179940319405711	0.0311679184992102	0.0449907922684505	0.0211483593107572	0.0557089887911778	0.0427895551060517	0.0659106192128546	0.1195249554268572	0.0322743326914881	0.0	0.449936628643853	0.0	0.4659863945578231	0.0	0.0	0.660477453580902	0.0	0.678030303030303	0.7724137931034484	0.3468634686346865	0.3828125	0.0	0.0	0.0	0.0
CNEP1R1	0.0	0.010629250797151	0.0	0.0	0.0	0.0	0.0	0.0036043866833306	0.0	0.0	0.0	0.0077572324879634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0310562115098531	0.057242461743109	0.0282197837897399	0.0128509792412687	0.0108204409808786	0.0034942831327563	0.0165064193112839	0.0147734745599989	0.0071136053346203	0.0099229483652428	0.0125414876735016	0.0097867400590224	0.0142229184580201	0.0206292426715879	0.0139724908044173	0.0376111875978736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6015625	0.0	0.0	0.2334801762114537	0.0
CNGA1	0.0255748403159158	0.0104416821702484	0.0	0.0	0.0130219509793088	0.0107639572835082	0.0205370072364162	0.0	0.0594343449364415	0.0	0.0	0.0149504774085976	0.0	0.0548500251280533	0.0	0.0	0.0424301681178918	0.0299672868854117	0.0126355343052746	0.05165320502293	0.0636733962367951	0.006673478907221	0.0047557863733693	0.0170848632736061	0.035877815620725	0.0206345993701469	0.0204454536751357	0.0040746888973796	0.016350777816465	0.0017064977108858	0.0024079551134845	0.0288919090304005	0.1669786423278457	0.324829306714097	0.1014528606094948	0.0349190113600071	0.1343322810128356	0.1451952361618235	0.0736652656305476	0.0019314996205141	0.0623526673156979	0.0842362960993216	0.1742842483226932	0.0425266229539426	0.1696126710112406	0.0639103692271803	0.1655871970989802	0.2370853309612282	0.0	0.0	0.4081632653061225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNGB1	0.0	0.0	0.0	0.0227500051829183	0.0253157653818464	0.0272059662484809	0.0398480721167201	0.0036019378926489	0.06030891260742	0.0267767532166717	0.0	0.0262950704994611	0.0159737901327514	0.0	0.1067340122682764	0.0409239237129514	0.0876656957124409	0.1251900933520541	0.1294420372341773	0.023416785225321	0.1521298619015718	0.1289102026315082	0.089831899978433	0.0583044638072401	0.0517928141420816	0.11040651317372	0.2558727668654186	0.026161755941848	0.0959668371326609	0.1522763895065318	0.0201602461532197	0.1375534280887314	0.0	0.0	0.3988458671001771	0.0	0.1453348165228249	0.3324124231308819	0.0998267798133372	0.0209828804307435	0.293425786745012	0.2412799400145452	0.0	0.0680052734070469	0.0	0.0612925347283046	0.1327168019258429	0.1470578834412829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6015625	0.0	0.0	0.2334801762114537	0.0
CNGB3	0.0128328585877678	0.0158023288059468	0.0	0.0	0.013022872869415	0.0436799311189503	0.12214345460066	0.0072076331121171	0.030745132976195	0.0541714266236731	0.0500295758129957	0.0153514080225952	0.0270783177667238	0.1093707558965079	0.0281461125169858	0.0	0.1892450042113342	0.2544206084869318	0.5359598782950291	0.1332387923148795	0.2209668534391926	0.5267340771418264	0.5475176174465709	0.0965684642599221	0.627046074498514	0.4091839075990068	0.5019776589952064	0.3829875234126627	0.4701643630069808	0.6198350155338601	0.0678537108811849	0.0202602349731846	0.0	0.0	0.0	0.0	0.0	0.1307381166431633	0.1310454497548341	0.0	0.1811948401642064	0.0492892001277837	0.0	0.583759411053901	0.0	0.1884248990364041	0.3060838605453296	0.0	0.1698924731182795	0.0	0.1156462585034013	0.5340136054421769	0.0	0.0	0.0	0.0777777777777777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNIH1	0.0	0.0051810408241472	0.0	0.0	0.0252177751430096	0.0	0.0204659029315873	0.0	0.0	0.0	0.0	0.011340935616094	0.0	0.0	0.0	0.0	0.0016065902418558	0.0056674754342943	0.0038399635562908	0.0086796156107865	0.0189110064607222	0.0183947727066247	0.0037340944377926	0.0014038457696752	0.0139800547727726	0.0027410586354323	0.015014544318455	0.0047278339466196	0.0006329853671697	0.0006194353968597	0.0047666171478328	0.0112498579117038	0.0081008516098972	0.0012462165117341	0.0094501728762792	0.0204631409958914	0.0055830419274884	0.017678721266423	0.0215086723500165	0.0121951844395958	0.0391229891137215	0.0318540356573222	0.0111185767512459	0.0163342538442429	0.0069451543044542	0.0273647755146726	0.0219992427428164	0.0105121540571544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNIH2	0.0	0.0053141093261467	0.0	0.0	0.012892999588619	0.0054805034239989	0.0	0.0036041311577385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0422137422495071	0.0504351660580493	0.0008344819829048	0.0069720419556197	0.1632734552559	0.1999837311584673	0.010701840629266	0.0030524965748809	0.10233436813507	0.1068729410776434	0.0120892051825109	0.0312348767159416	0.074188842231398	0.0350018472163334	0.0303624005494222	0.1443591994058343	0.0905813239093853	0.2773904785933545	0.1135096015993131	0.0967479885483753	0.0684576783952534	0.041710218394024	0.0205370732590529	0.0692447822865651	0.1257841554898019	0.03083245175077	0.1037429996159793	0.110040480177669	0.0713263271631338	0.0790491512727574	0.2783215112796203	0.0450443541228123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNIH3	0.0	0.0	0.0	0.0	0.0259298016392284	0.0	0.0614461586025401	0.0	0.0	0.0	0.025044788225687	0.0077357896760137	0.0	0.1096568437091	0.0282607866418674	0.0409408666631038	0.1629046255771419	0.2480945540747574	0.3268734304651096	0.0106987438095966	0.2715246294515442	0.4563141079503028	0.3852009022181016	0.0023799997751257	0.0561272143535109	0.4212642095123987	0.3775819188935901	0.04261841226296	0.4572885271316125	0.0898995675410969	0.364790434387979	0.0849335875455509	0.0299520679188039	0.0205608642182018	0.0316950004294395	0.060470981749689	0.020622880264566	0.0347654379874329	0.0149980125991388	0.0575771884622409	0.0273536045657042	0.0414221555475987	0.0348775564052683	0.0533763268759664	0.0538599139026573	0.0156007400037248	0.1371844674108391	0.0624051108108094	0.0946236559139784	0.0	0.3333333333333335	0.0	0.0	0.0	0.0	0.0	0.2727272727272727	0.0	0.0	0.88671875	0.0	0.0	0.0	0.0
CNKSR1	0.0	0.0052888630359733	0.0	0.0	0.025635127944227	0.0054856874899331	0.0407998300175376	0.0036006539781923	0.0604356893192907	0.0	0.0	0.015141433875033	0.0	0.0	0.0553372291509393	0.0	0.531424955972163	0.2563051518772921	0.112576385311369	0.0975736829218971	0.179859045251952	0.0504087825461432	0.2024649277649654	0.057370115717653	0.3749056012648877	0.0606695651242008	0.2140392190132351	0.5349138365966667	0.0652360972592347	0.1471497968063989	0.4832858742325387	0.3994219854918767	0.2563635487783592	0.0393659018542513	0.1034926581251638	0.0445714840919916	0.0135698536261317	0.0392170857401459	0.0611360404443332	0.0199827801818547	0.1426810024155263	0.0037739299893483	0.252433847561212	0.0899272838689393	0.0117558035154947	0.0124529365674681	0.3384721775658569	0.3107718792452525	0.2129032258064516	0.0	0.5102040816326531	0.0	0.0	0.2499999999999999	0.3236074270557029	0.0	0.0	0.5172413793103449	0.5239852398523986	0.0	0.0	0.504424778761062	0.1762114537444934	0.271356783919598
CNKSR2	0.02504601754923	0.0258732429063889	0.0271131670715315	0.0	0.0375024668683025	0.0304303793586815	0.1685886109516161	0.0	0.0557445488179206	0.0	0.0243828980176162	0.0312067374937791	0.0159005473829197	0.0515310662698293	0.0271490604479325	0.0402785920164213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0815876302590413	0.3256386696375494	0.1586177365292283	0.0244740109902327	0.0860740486464773	0.180605625746295	0.302426452108413	0.042936914702094	0.3841446485561837	0.3621398035925353	0.0602712307440645	0.2537014458277521	0.1672083352308355	0.2362168258755692	0.1718269829371035	0.0828908969514946	0.0	0.0	0.217687074829932	0.0	0.0	0.0	0.0	0.0444444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNN1	0.0	0.0	0.0	0.022764394479597	0.0130458744007968	0.0	0.0405714937037658	0.0	0.0	0.0	0.0249950262127444	0.0075954799926565	0.0054399105963562	0.0	0.0	0.0	0.0223049407637451	0.3545378400229932	0.1028902817740228	0.3440830123013779	0.2536468557495493	0.0200549595572569	0.1680215445158797	0.0013078834962169	0.0130824207955455	0.095508288556432	0.0066792247717575	0.0852048462018918	0.0773362672751989	0.1265607798473555	0.2034126817416341	0.0396197647832071	0.0151480308603008	0.4480566458246047	0.4071138499835052	0.2270936549726055	0.2718435664084819	0.0251010404757493	0.2053441418889097	0.0873220808144292	0.5895761659922993	0.2686476181589313	0.0602870670626545	0.7469556491896369	0.2702655403666815	0.2008972723730597	0.8510351724335479	0.2159605029067316	0.0	0.0	0.2448979591836734	0.0	0.0	0.0	0.0	0.0777777777777777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CNN2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007205359218967	0.0	0.0	0.0249479742047275	0.0037430503879503	0.0108560158494964	0.0	0.0	0.0	0.0189499637601628	0.038739734660338	0.0160828440174291	0.0359564781606112	0.0077845246849979	0.0146980903670765	0.0328756526432715	0.0155653492308431	0.0187514643709939	0.0027507668838029	0.0671242717506704	0.0167658958665552	0.0016410591245847	0.0080740373001312	0.0145111537442842	0.008359313710197	0.0279922624257836	0.0403930196423769	0.0675732542372059	0.1191401947124268	0.0213747177840858	4.094747162413217e-05	0.0182440303860466	0.0382104274988298	0.0067846737077631	0.0638464580074074	0.0190041615261128	0.0314841353452766	0.0907650820132324	0.0110084744693274	0.0320068546822416	0.0586097809647444	0.0	0.0	0.2448979591836734	0.0	0.0	0.0	0.0	0.0777777777777777	0.5492424242424242	0.6482758620689656	0.3210332103321033	0.0	0.0	0.0	0.0	0.0
CNNM1	0.0	0.0053117275131529	0.0	0.0	0.0257098148871232	0.0109799295136243	0.0203739718921733	0.0	0.0609983257179189	0.0	0.0	0.0114134001942269	0.0054235964853181	0.0	0.0556773023435152	0.0	0.0192696593066707	0.2689932860605348	0.4528607560483859	0.0688007668684806	0.1210086738240606	0.1385782023178327	0.102307747412712	0.0241591154238757	0.1495224864318927	0.0176013089516444	0.0169362739087195	0.3660997206612673	0.5422174791465091	0.0222185311434173	0.1809302730254272	0.114765747073221	0.0141964742909165	0.3123040867916212	0.1513208299788475	0.0326689582636565	0.0334829455930377	0.1173571715475676	0.0282588089234205	0.2880144132710301	0.4187188436198671	0.0943092675567256	0.0570904602810624	0.4225835623286076	0.1564140426485307	0.2135381237625296	0.1238938159427161	0.1065371888513574	0.0	0.0	0.326530612244898	0.0	0.0	0.0	0.0	0.1333333333333333	0.0	0.0	0.0	0.0	0.3343558282208588	0.0	0.0	0.0
CNNM3	0.0128295073597511	0.0052992918368473	0.0	0.0	0.0126504355480164	0.0109432142324911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0408071803683967	0.0068870207550824	0.0023386516240725	0.0071649728717842	0.0002430848048088	0.0110801348913494	0.0016735055827271	0.0133713079683652	0.0351020364099466	0.0045569037121212	0.0062847013718707	0.0008050183748013	0.0101656225496154	0.0022793014741371	0.0067678959222668	0.0039718282467328	0.0035541758398705	0.0126475371786152	0.0039292750060437	0.0159775280203344	0.0481909199036477	0.0365584068697063	0.0248341521269565	0.0312099936470909	0.0274522334958551	0.0206260048465113	0.0219917522359185	0.0087466178552624	0.0186988969400142	0.0188232187660252	0.0489744050225129	0.0617725464898029	0.0103415113768638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0402010050251256
